"L2_O","L2_C","L5_O","L5_C","year1","year3","year5","year10","gender","age","emploi","Text","Level","Data","sentiment","docname","Segment","WPS","WC","Sixltr","Dic","fonction","pronom","pronomp","je","nous","vous","il","ils","pronomimp","article","verbe","verbeauxi","verbepassé","verbeprésent","verbefutur","adverbe","préposition","conjonction","négation","quantifieur","nombre","juron","social","famille","ami","humain","affect","émopos","émonég","anxiété","colère","tristesse","cognition","perspicacité","cause","divergence","tentative","certitude","inhibition","inclusion","exclusion","perception","voir","entendre","sentir","biologique","corps","santé","sexualité","alimentation","relativité","mouvement","espace","temps","travail","accomplissement","loisir","maison","argent","religion","mort","consentement","hésitation","remplisseur","AllPunc","Period","Comma","Colon","SemiC","QMark","Exclam","Dash","Quote","Apostro","Parenth","OtherP"
"","Le début du texte laisse sous-entendre que le conducteur reste relativement maitre de la situation mais plus on avance dans le texte plus on pourrait comparer la voiture à un robot qui aurait le contrôle sur nous puisque la voiture peut ""nous rappeler à l'ordre"". De plus, le fait que le dispositif de conduite automatique se trouve à distance n'inspire pas confiance, je n'aurais pas l'impression de maitriser pleinement mon véhicule.","","",1,1,1,25,2,24,1," Le début du texte laisse sous-entendre que le conducteur reste relativement maitre de la situation mais plus on avance dans le texte plus on pourrait comparer la voiture à un robot qui aurait le contrôle sur nous puisque la voiture peut ""nous rappeler à l'ordre"". De plus, le fait que le dispositif de conduite automatique se trouve à distance n'inspire pas confiance, je n'aurais pas l'impression de maitriser pleinement mon véhicule.  ","Level2","Cloud",3,"text119",119,39.5,79,29.11,313.92,46.84,13.92,13.92,3.8,2.53,0,7.59,0,0,20.25,17.72,1.27,3.8,7.59,3.8,3.8,16.46,6.33,5.06,6.33,1.27,0,5.06,0,0,0,7.59,6.33,0,0,0,0,24.05,5.06,3.8,1.27,2.53,1.27,3.8,12.66,5.06,2.53,0,1.27,0,0,0,0,0,0,25.32,7.59,10.13,1.27,0,5.06,0,0,0,0,0,0,0,0,13.92,2.53,2.53,0,0,0,0,1.27,7.59,5.06,0,12.66
"","","Je ne me sens absolument pas maître de mon véhicule, surtout si je n’ai pas connaissance d’un système d’urgence ou d’une possibilité de prendre le contrôle. ","",4,7,25,35,1,23,1,"  Je ne me sens absolument pas maître de mon véhicule, surtout si je n’ai pas connaissance d’un système d’urgence ou d’une possibilité de prendre le contrôle.  ","Level5","Car",2,"text120",120,28,28,32.14,289.29,50,17.86,17.86,14.29,0,0,3.57,0,0,17.86,10.71,3.57,0,7.14,0,3.57,7.14,3.57,14.29,7.14,0,0,3.57,0,3.57,0,0,0,0,0,0,0,25,7.14,3.57,3.57,3.57,3.57,3.57,7.14,7.14,7.14,0,0,7.14,0,0,0,0,0,10.71,0,0,0,3.57,7.14,0,0,0,0,0,3.57,0,0,21.43,3.57,3.57,0,0,0,0,0,14.29,14.29,0,7.14
"","Je me sentirai plutôt en sécurité dans mon véhicule et je pourrai avoir la main dessus dans je le souhaite. Il pourrait gérer la conduite mais je reste maître des décisions qui sont prises. La voiture agit selon mes préférences et mes choix, elle ne gère pas absolument tout mon trajet. ","","",0,0,0,0,2,22,1," Je me sentirai plutôt en sécurité dans mon véhicule et je pourrai avoir la main dessus dans je le souhaite. Il pourrait gérer la conduite mais je reste maître des décisions qui sont prises. La voiture agit selon mes préférences et mes choix, elle ne gère pas absolument tout mon trajet.   ","Level2","Cloud",2,"text121",121,18.3333333333333,55,20,320,52.73,21.82,21.82,16.36,0,0,5.45,0,0,9.09,16.36,1.82,1.82,5.45,5.45,7.27,7.27,7.27,3.64,1.82,0,0,0,0,0,0,1.82,1.82,0,0,0,0,32.73,10.91,1.82,5.45,5.45,3.64,0,9.09,7.27,5.45,0,0,5.45,1.82,1.82,0,0,0,16.36,9.09,3.64,0,7.27,1.82,0,0,0,0,0,1.82,0,0,7.27,5.45,1.82,0,0,0,0,0,0,0,0,7.27
"Le niveau 2 est un niveau qui existe déjà sur le marché. Je n'ai pas entendu de dysfonctionnement pour l'instant. Je pense qu'il est utile pour la conduite, surtout sur l'autoroute ou dans les bouchons. L'intelligence artificielle qui traite les données semble donc basique. Je pense pouvoir lui faire confiance. ","","","",0,50,71,100,1,28,2,"Le niveau 2 est un niveau qui existe déjà sur le marché. Je n'ai pas entendu de dysfonctionnement pour l'instant. Je pense qu'il est utile pour la conduite, surtout sur l'autoroute ou dans les bouchons. L'intelligence artificielle qui traite les données semble donc basique. Je pense pouvoir lui faire confiance.    ","Level2","Car",3,"text122",122,11.2,56,23.21,244.64,37.5,10.71,10.71,5.36,0,0,5.36,0,0,12.5,16.07,5.36,5.36,8.93,0,1.79,10.71,5.36,3.57,1.79,1.79,0,5.36,0,0,0,3.57,3.57,0,0,0,0,16.07,3.57,5.36,0,3.57,1.79,3.57,5.36,0,1.79,0,1.79,0,0,0,0,0,0,19.64,5.36,8.93,3.57,1.79,3.57,1.79,0,1.79,0,0,0,0,0,19.64,8.93,1.79,0,0,0,0,0,8.93,8.93,0,19.64
"","La conduite n'est pas véritablement autonome, puisque je dois surveiller l'essentiel : maintenir mon cap, choisir mes dépassements, etc. L'ordinateur ne me semble alors qu'une aide à la décision et une source d'informations
","","",1,19,50,92,1,63,2," La conduite n'est pas véritablement autonome, puisque je dois surveiller l'essentiel : maintenir mon cap, choisir mes dépassements, etc. L'ordinateur ne me semble alors qu'une aide à la décision et une source d'informations
  ","Level2","Cloud",2,"text123",123,37,37,32.43,232.43,35.14,10.81,10.81,10.81,0,0,0,0,0,10.81,16.22,2.7,0,8.11,0,0,2.7,5.41,8.11,5.41,2.7,0,5.41,0,0,0,2.7,2.7,0,0,0,0,29.73,10.81,8.11,0,2.7,2.7,2.7,5.41,5.41,0,0,0,0,0,0,0,0,0,8.11,5.41,5.41,0,2.7,2.7,0,0,0,0,0,0,0,0,27.03,2.7,8.11,2.7,0,0,0,0,13.51,13.51,0,27.03
"D‘une part rassurée car il s‘agit d‘un moyen de potentiellement la sécurité.
Mais gênée, mal à l‘aise. Peut être que le conducteur pourrait perdre de son libre arbitre s‘il s‘appuie trop sur les instructions données par l‘assitant, il est possible que le conducteur soit moins vigilant sur son environnement immediat.","","","",0,5,20,31,2,28,3,"D‘une part rassurée car il s‘agit d‘un moyen de potentiellement la sécurité.
Mais gênée, mal à l‘aise. Peut être que le conducteur pourrait perdre de son libre arbitre s‘il s‘appuie trop sur les instructions données par l‘assitant, il est possible que le conducteur soit moins vigilant sur son environnement immediat.   ","Level2","Car",-1,"text124",124,18.3333333333333,55,27.27,289.09,47.27,14.55,14.55,3.64,0,0,10.91,0,0,14.55,18.18,3.64,7.27,5.45,1.82,3.64,10.91,9.09,0,7.27,0,0,5.45,0,0,0,12.73,7.27,5.45,1.82,0,3.64,16.36,1.82,1.82,1.82,5.45,0,0,9.09,5.45,1.82,0,0,0,1.82,0,1.82,0,0,14.55,1.82,9.09,0,1.82,3.64,0,0,1.82,0,0,0,0,0,21.82,5.45,3.64,0,0,0,0,0,12.73,0,0,9.09
"Je suis plutôt défavorable à cet “entre-deux”, le niveau de concentration lors d’une expérience conduite sans intelligence artificielle / automatisation de la conduite doit être particulièrement élevé, le fait de se déconcentrer lorsqu’on laisse la voiture prendre la main, le contrôle en fait, puisque nous ne sommes donc plus maître des actions de notre véhicule, doit rendre difficile la phase de reprise en main du véhicule. Je pense que je n’arriverais pas à laisser la main à la voiture dans un état d’esprit serein, j’adopterais certainement le même comportement que si ma voiture était une voiture de niveau 0 et n’utiliserais pas ou peu ces fonctionnalités.","","","",0,25,60,90,2,23,1,"Je suis plutôt défavorable à cet “entre-deux”, le niveau de concentration lors d’une expérience conduite sans intelligence artificielle / automatisation de la conduite doit être particulièrement élevé, le fait de se déconcentrer lorsqu’on laisse la voiture prendre la main, le contrôle en fait, puisque nous ne sommes donc plus maître des actions de notre véhicule, doit rendre difficile la phase de reprise en main du véhicule. Je pense que je n’arriverais pas à laisser la main à la voiture dans un état d’esprit serein, j’adopterais certainement le même comportement que si ma voiture était une voiture de niveau 0 et n’utiliserais pas ou peu ces fonctionnalités.   ","Level2","Car",6,"text125",125,59,118,26.27,276.27,43.22,9.32,9.32,4.24,1.69,0,3.39,0,0,17.8,12.71,1.69,3.39,5.93,0.85,5.08,11.86,5.08,3.39,5.08,2.54,0,0.85,0,0,0,2.54,0.85,1.69,0,0,0,25.42,3.39,7.63,2.54,1.69,2.54,2.54,9.32,4.24,4.24,0,0,3.39,3.39,2.54,0.85,0,0,22.88,9.32,6.78,1.69,2.54,5.08,0.85,0,0.85,0,0,0,0,0,15.25,1.69,5.08,0,0,0,0,0.85,6.78,5.08,0,7.63
""," I actually  drove a level 2 semi-autonomous car and I felt in control of the car because I could choose if I wanted to use and activate the autonomous functionalities or not. Thus, the driver is still ""maítre"" of the driving experience.","","",0,0,0,30,2,27,1,"  I actually  drove a level 2 semi-autonomous car and I felt in control of the car because I could choose if I wanted to use and activate the autonomous functionalities or not. Thus, the driver is still ""maítre"" of the driving experience.  ","Level2","Cloud",1,"text126",126,24.5,49,18.37,22.45,4.08,0,0,0,0,0,0,0,0,0,2.04,2.04,0,2.04,0,0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.24,4.08,2.04,0,0,0,0,2.04,4.08,0,0,10.2
"","Je me sens grandement maitresse de mon véhicule. je me sens en contrôle, autonome, souverain, responsable, je me sens vraiment grandement maitresse de mon véhicule. je me sens vraiment en contrôle, autonome, souverain, responsable, je sens que je peux faire ce que je veux avec mon véhicule et qu'il m'obeit au doigt et à l'oeil","","",48,83,100,100,2,78,1," Je me sens grandement maitresse de mon véhicule. je me sens en contrôle, autonome, souverain, responsable, je me sens vraiment grandement maitresse de mon véhicule. je me sens vraiment en contrôle, autonome, souverain, responsable, je sens que je peux faire ce que je veux avec mon véhicule et qu'il m'obeit au doigt et à l'oeil  ","Level2","Cloud",3,"text127",127,65,65,27.69,278.46,46.15,23.08,23.08,21.54,0,0,1.54,0,0,4.62,10.77,0,0,9.23,0,6.15,10.77,6.15,0,3.08,0,0,0,0,0,0,3.08,3.08,0,0,0,0,26.15,7.69,7.69,0,1.54,6.15,6.15,9.23,0,9.23,0,0,9.23,1.54,1.54,0,0,0,6.15,1.54,1.54,0,3.08,7.69,0,0,0,0,0,0,0,0,20,3.08,12.31,0,0,0,0,0,4.62,4.62,0,20
"Je me sens en contrôle du véhicule, il fait ce que je veux, va où je veux comme je veux, je suis maitre de ce véhicule.","","","",20,39,80,81,2,56,2,"Je me sens en contrôle du véhicule, il fait ce que je veux, va où je veux comme je veux, je suis maitre de ce véhicule.   ","Level2","Car",1,"text128",128,30,30,10,253.33,46.67,30,30,20,0,0,10,0,0,6.67,13.33,0,0,13.33,0,3.33,6.67,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,3.33,6.67,0,0,0,3.33,6.67,0,3.33,0,0,3.33,0,0,0,0,0,10,6.67,3.33,3.33,0,6.67,0,0,0,0,0,0,0,0,13.33,3.33,10,0,0,0,0,0,0,0,0,13.33
"","Dans la mesure où le recours aux outils de conduite automatique est volontaire, si ces outils ne sont pas activés, je me sentirai autant maître de mon véhicule que dans une voiture non automatique (mais en général, je ne me sens pas maître de mon véhicule, par manque de confiance)
Plus j'utiliserai les options, plus je me sentirai maître de mon véhicule (car j'ai plus confiance dans ces outils que dans ma propre conduite)","","",0,0,0,2,2,47,2," Dans la mesure où le recours aux outils de conduite automatique est volontaire, si ces outils ne sont pas activés, je me sentirai autant maître de mon véhicule que dans une voiture non automatique (mais en général, je ne me sens pas maître de mon véhicule, par manque de confiance)
Plus j'utiliserai les options, plus je me sentirai maître de mon véhicule (car j'ai plus confiance dans ces outils que dans ma propre conduite)  ","Level2","Cloud",2,"text129",129,83,83,21.69,290.36,49.4,14.46,14.46,13.25,0,0,1.2,0,0,12.05,10.84,2.41,4.82,3.61,2.41,4.82,18.07,6.02,6.02,6.02,1.2,0,0,0,0,0,7.23,6.02,1.2,0,0,1.2,25.3,3.61,2.41,2.41,1.2,2.41,2.41,12.05,9.64,3.61,0,0,3.61,0,0,0,0,0,13.25,3.61,6.02,0,4.82,6.02,0,1.2,0,0,0,0,0,0,13.25,0,6.02,0,0,0,0,0,2.41,2.41,0,8.43
"Relativement maître du véhicule, niveau d'attention élevé, réactivité en cas de problème. Je ne considère cela comme de l'aide à la conduite.","","","",0,0,0,20,1,34,2,"Relativement maître du véhicule, niveau d'attention élevé, réactivité en cas de problème. Je ne considère cela comme de l'aide à la conduite.   ","Level2","Car",0,"text130",130,13,26,26.92,211.54,34.62,3.85,3.85,3.85,0,0,0,0,0,19.23,7.69,0,3.85,3.85,0,3.85,15.38,0,3.85,0,0,0,7.69,0,0,0,7.69,3.85,3.85,0,0,0,23.08,3.85,0,3.85,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,15.38,3.85,11.54,0,3.85,3.85,0,0,0,0,0,0,0,0,23.08,7.69,7.69,0,0,0,0,0,7.69,7.69,0,23.08
"J'ai toujours l'impression de contrôler mon véhicule. Pas de problème. En effet, je pourrai toujours reprendre le contrôle grâce au volant. ","","","",0,0,10,30,2,27,1,"J'ai toujours l'impression de contrôler mon véhicule. Pas de problème. En effet, je pourrai toujours reprendre le contrôle grâce au volant.    ","Level2","Car",1,"text131",131,8.33333333333333,25,36,308,44,16,16,12,0,0,4,0,0,20,16,4,0,4,4,8,16,0,4,8,0,0,4,0,0,0,16,4,8,0,0,0,28,0,8,4,8,8,8,0,0,0,0,0,0,0,0,0,0,0,12,4,0,8,4,8,0,0,0,0,0,0,0,0,24,12,4,0,0,0,0,0,8,8,0,24
"un effet ambigu : je pense que je suis maitre de mon véhicule mais je crains que je ne le sois pas. ça fait un peu peur.","","","",0,0,5,9,1,35,2,"un effet ambigu : je pense que je suis maitre de mon véhicule mais je crains que je ne le sois pas. ça fait un peu peur.   ","Level2","Car",-4,"text132",132,29,29,3.45,286.21,55.17,24.14,24.14,17.24,0,0,6.9,0,0,13.79,10.34,0,0,10.34,0,3.45,3.45,10.34,6.9,10.34,6.9,0,0,0,0,0,6.9,0,6.9,6.9,0,0,13.79,0,3.45,3.45,3.45,0,0,6.9,6.9,0,0,0,0,0,0,0,0,0,10.34,3.45,3.45,3.45,0,3.45,0,0,0,0,0,0,0,0,10.34,6.9,0,3.45,0,0,0,0,0,0,0,10.34
"Je ne me sens pas maître de mon véhicule si je n'ai pas le contrôle de la vitesse et que la voiture me ""rappelle à l'ordre"" uniquement quand ""elle"" l'estime nécessaire","","","",0,0,5,10,2,25,1,"Je ne me sens pas maître de mon véhicule si je n'ai pas le contrôle de la vitesse et que la voiture me ""rappelle à l'ordre"" uniquement quand ""elle"" l'estime nécessaire   ","Level2","Car",1,"text133",133,35,35,25.71,317.14,57.14,22.86,22.86,14.29,0,0,8.57,0,0,14.29,11.43,2.86,0,11.43,0,0,8.57,11.43,11.43,0,0,0,2.86,0,0,0,5.71,5.71,0,0,0,0,25.71,5.71,2.86,2.86,5.71,2.86,2.86,8.57,5.71,2.86,0,0,2.86,0,0,0,0,0,14.29,2.86,2.86,8.57,2.86,5.71,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,8.57,0,20
"Je pense être toujours en maîtrise de ma voiture étant donné qu'elle passera en mode automatique pour des tâches particulières lorsque je lui cède le contrôle. 
Je suis également responsable de ma voiture devant être attentif pour reprendre le relais quand il faut. ","","","",53,91,95,95,2,34,2,"Je pense être toujours en maîtrise de ma voiture étant donné qu'elle passera en mode automatique pour des tâches particulières lorsque je lui cède le contrôle. 
Je suis également responsable de ma voiture devant être attentif pour reprendre le relais quand il faut.    ","Level2","Car",5,"text134",134,22.5,45,31.11,286.67,46.67,20,20,11.11,0,0,8.89,0,0,11.11,15.56,4.44,2.22,4.44,2.22,4.44,15.56,4.44,0,4.44,0,0,2.22,0,0,0,2.22,2.22,0,0,0,0,20,4.44,8.89,0,2.22,8.89,4.44,0,2.22,2.22,0,0,0,0,0,0,0,0,20,6.67,2.22,8.89,6.67,6.67,0,0,0,0,0,0,0,0,6.67,4.44,0,0,0,0,0,0,2.22,2.22,0,6.67
"""Votre véhicule sera donc équipé de manière classique avec un volant, des pédales de frein et un dispositif de conduite automatique permettant une conduite à la fois autonome et humaine"" 
dans cette phrace je sent que meme avec les options de l'inteligence artificielle disponible je doit etre attentife avec la voiture 
ou bien il doit etre un alarme ou une notification pour me faire attention que je doit utiliser la voiture d'une maniére classique","","","",0,0,63,100,2,29,2,"""Votre véhicule sera donc équipé de manière classique avec un volant, des pédales de frein et un dispositif de conduite automatique permettant une conduite à la fois autonome et humaine"" 
dans cette phrace je sent que meme avec les options de l'inteligence artificielle disponible je doit etre attentife avec la voiture 
ou bien il doit etre un alarme ou une notification pour me faire attention que je doit utiliser la voiture d'une maniére classique   ","Level2","Car",4,"text135",135,77,77,29.87,244.16,44.16,7.79,7.79,5.19,0,1.3,1.3,0,0,19.48,10.39,0,2.6,6.49,0,1.3,12.99,6.49,0,9.09,6.49,0,2.6,0,0,1.3,5.19,2.6,2.6,1.3,0,0,22.08,3.9,7.79,0,0,3.9,1.3,12.99,0,1.3,0,0,1.3,0,0,0,0,0,14.29,7.79,2.6,1.3,0,1.3,1.3,0,0,0,0,2.6,0,0,6.49,0,1.3,0,0,0,0,0,5.19,2.6,0,6.49
"La voiture est équipée, comme toutes voitures non-autonomes, des équipements  nécessaires à une conduite ""manuelle"". Je reste maître de mon véhicule, car j'ai la possibilité d'intervenir à tout moment. ","Je reste maître de la conduite, car c'est à moi de rester attentif et d'intervenir lors des situations dangereuses.","N'ayant pas la capacité d'intervenir sur la conduite, je ne suis plus maître de cette conduite. Or, je suis maître de son entretien et du choix de la voiture que j'utilise. La responsabilité n'est plus sur la conduite de la voiture, mais sur le choix de la voiture. Si je n'effectue pas les mise à jours nécessaires, si la voiture n'est pas entretenue de la bonne manière, lors elle ne peut fonctionner de manière normale. En cas d'accident ce sera une erreur de l'intelligence artificielle, sauf dans le cas d'un manque d'entretien.","Je ne suis plus maître de la conduite, car tout le fonctionnement de la voiture ce fait via cloud, via un outil qui ne se trouve plus dans la voiture.",0,0,20,30,1,27,2,"La voiture est équipée, comme toutes voitures non-autonomes, des équipements  nécessaires à une conduite ""manuelle"". Je reste maître de mon véhicule, car j'ai la possibilité d'intervenir à tout moment.  Je reste maître de la conduite, car c'est à moi de rester attentif et d'intervenir lors des situations dangereuses. N'ayant pas la capacité d'intervenir sur la conduite, je ne suis plus maître de cette conduite. Or, je suis maître de son entretien et du choix de la voiture que j'utilise. La responsabilité n'est plus sur la conduite de la voiture, mais sur le choix de la voiture. Si je n'effectue pas les mise à jours nécessaires, si la voiture n'est pas entretenue de la bonne manière, lors elle ne peut fonctionner de manière normale. En cas d'accident ce sera une erreur de l'intelligence artificielle, sauf dans le cas d'un manque d'entretien. Je ne suis plus maître de la conduite, car tout le fonctionnement de la voiture ce fait via cloud, via un outil qui ne se trouve plus dans la voiture.","Level5","Car",-2,"text136",136,21.6666666666667,195,22.56,277.95,47.69,8.72,8.72,5.13,0,0,3.59,0,0,20.51,11.79,3.08,3.08,7.69,0,5.13,14.36,5.13,6.15,5.64,1.54,0,1.54,0,0,0,4.62,3.08,1.54,0,0.51,0.51,24.1,3.59,3.08,2.56,1.54,3.08,0.51,8.21,8.72,0.51,0,0,0,0,0,0,0,0,22.56,10.77,6.67,3.59,3.59,4.62,0.51,0,0,0,0,0,0,0,19.49,4.62,6.15,0,0,0,0,0.51,8.21,7.18,0,18.97
"Que les informations soient dans ou à l'extérieur du véhicule (cloud) je ne me sens pas plus en danger ou en sécurité","Aujourd'hui les technologies automobiles sont très évoluées. Les dernières innovations mise en place permettent à la fois d'être en sécurité dans un véhicule gérant seul sa vitesse et sa position dans la voie et en même temps de reprendre la main à tout moment","Ce système n'est pas forcément dérangeant à condition que toutes les autres voitures sur la route en soit équipées","Je ne vois pas de problème à cela, à condition aussi que tous les autres véhicules possèdent le même système",0,0,50,75,1,24,1,"Que les informations soient dans ou à l'extérieur du véhicule (cloud) je ne me sens pas plus en danger ou en sécurité Aujourd'hui les technologies automobiles sont très évoluées. Les dernières innovations mise en place permettent à la fois d'être en sécurité dans un véhicule gérant seul sa vitesse et sa position dans la voie et en même temps de reprendre la main à tout moment Ce système n'est pas forcément dérangeant à condition que toutes les autres voitures sur la route en soit équipées Je ne vois pas de problème à cela, à condition aussi que tous les autres véhicules possèdent le même système","Level5","Car",-2,"text137",137,54.5,109,24.77,291.74,55.96,8.26,6.42,2.75,0,0,3.67,0,1.83,12.84,7.34,0.92,2.75,3.67,0,7.34,17.43,6.42,5.5,9.17,0.92,0,0.92,0,0,0,6.42,2.75,3.67,0.92,0.92,0.92,30.28,4.59,2.75,2.75,2.75,2.75,1.83,14.68,4.59,3.67,0.92,0,2.75,0.92,0.92,0,0,0,23.85,1.83,12.84,4.59,1.83,0,0,0,0,0,0,0.92,0,0,7.34,0.92,0.92,0,0,0,0,0,3.67,3.67,0,5.5
"Trop de place à l'inconnu selon moi cela peut causer des incompréhension et causer des accidents. Sauf si à n'importe quel moment je peux prendre le controle de mon véhicule.","Trop de place à l'inconnu selon moi cela peut causer des incompréhensions et causer des accidents. Sauf si à n'importe quel moment je peux prendre le controle de mon véhicule.","Utilisation à niveau 0 ou 5 seulement. Les intermédiaires semblent laisser trop de d'inconnus entre l'humain et le logiciel. Si le niveau 5 peut gérer la compréhension de potentiel accident inhabituel (ex: vous voyez au loin ou voiture rouler à contre sens vers vous, que fait votre voiture ?) pourquoi pas si cela fait ces preuves.","Utilisation à niveau 0 ou 5 seulement. Les intermédiaires semblent laisser trop de d'inconnus entre l'humain et le logiciel. Si le niveau 5 peut gérer la compréhension de potentiel accident inhabituel (ex: vous voyez au loin ou voiture rouler à contre sens vers vous, que fait votre voiture ?) pourquoi pas si cela fait ces preuves",0,10,16,40,1,26,2,"Trop de place à l'inconnu selon moi cela peut causer des incompréhension et causer des accidents. Sauf si à n'importe quel moment je peux prendre le controle de mon véhicule. Trop de place à l'inconnu selon moi cela peut causer des incompréhensions et causer des accidents. Sauf si à n'importe quel moment je peux prendre le controle de mon véhicule. Utilisation à niveau 0 ou 5 seulement. Les intermédiaires semblent laisser trop de d'inconnus entre l'humain et le logiciel. Si le niveau 5 peut gérer la compréhension de potentiel accident inhabituel (ex: vous voyez au loin ou voiture rouler à contre sens vers vous, que fait votre voiture ?) pourquoi pas si cela fait ces preuves. Utilisation à niveau 0 ou 5 seulement. Les intermédiaires semblent laisser trop de d'inconnus entre l'humain et le logiciel. Si le niveau 5 peut gérer la compréhension de potentiel accident inhabituel (ex: vous voyez au loin ou voiture rouler à contre sens vers vous, que fait votre voiture ?) pourquoi pas si cela fait ces preuves","Level5","Car",-1,"text138",138,15.75,189,24.34,245.5,39.15,9.52,9.52,3.17,0,3.17,3.17,0,0,12.7,14.81,0,0,8.47,0,5.29,13.76,6.35,1.06,2.12,0,0,1.06,1.06,1.06,0,1.06,1.06,0,0,0,0,26.46,5.29,5.29,3.17,8.47,1.06,1.06,7.41,5.29,3.17,1.06,0,2.12,0,0,0,0,0,19.05,5.29,8.47,1.06,1.06,3.17,0,0,0,0,0,0,0,0,14.29,4.76,1.06,1.06,0,1.06,0,0,4.23,4.23,0,12.17
"","Je me sens totalement en maitrise, à partir du moment où j’ai la possibilité de reprendre le contrôle du véhicule quand je le désire","","",NA,NA,NA,NA,NA,NA,NA," Je me sens totalement en maitrise, à partir du moment où j’ai la possibilité de reprendre le contrôle du véhicule quand je le désire  ","Level2","Cloud",0,"text139",139,25,25,24,316,60,24,24,16,0,0,8,0,0,24,20,4,0,12,0,8,12,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,20,4,4,0,4,4,4,4,0,4,0,0,4,0,0,0,0,0,16,4,4,8,4,4,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,4,4,0,4
"","","Que niveau 0 ou niveau 5. Les intermédiaires me paraissent dangereux et laisse trop place et d'imprévu ou inconnus entre conducteur et logiciel.
Si niveau 5 peux prendre en compte des incidents de type inconnus (ex: une voiture à contre sens et sur le point de vous rentrer dedans, que fait la voiture ?) À voir à l'essai.
","",NA,NA,NA,NA,NA,NA,NA,"  Que niveau 0 ou niveau 5. Les intermédiaires me paraissent dangereux et laisse trop place et d'imprévu ou inconnus entre conducteur et logiciel.
Si niveau 5 peux prendre en compte des incidents de type inconnus (ex: une voiture à contre sens et sur le point de vous rentrer dedans, que fait la voiture ?) À voir à l'essai.
 ","Level5","Car",-3,"text140",140,16.25,65,21.54,243.08,36.92,4.62,4.62,1.54,0,1.54,1.54,0,0,10.77,12.31,0,0,7.69,0,1.54,15.38,10.77,0,1.54,1.54,0,3.08,1.54,1.54,1.54,1.54,0,1.54,0,1.54,0,23.08,1.54,1.54,1.54,4.62,0,1.54,16.92,1.54,4.62,1.54,0,3.08,0,0,0,0,0,29.23,7.69,15.38,1.54,0,1.54,0,0,1.54,0,0,0,0,0,15.38,4.62,1.54,1.54,0,1.54,0,0,3.08,3.08,0,12.31
"","","","",NA,NA,NA,NA,NA,NA,NA,"   ","0","0",0,"text141",141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","","","",NA,NA,NA,NA,NA,NA,NA,"   ","0","0",0,"text142",142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
